05:30,165.2,924.3,61.8,253.8,1062.3,348.2,31.5,4.9,23.8,0.5,0.1,2.9,0.0,-163.3
05:40,165.0,923.7,64.9,253.2,1051.1,349.1,31.6,4.9,23.9,0.4,1.1,2.7,0.0,-162.4
05:50,165.0,918.1,65.9,253.0,1064.4,349.8,31.9,4.9,23.9,0.4,10.3,2.7,0.0,-161.5
06:00,164.9,906.4,59.8,254.4,1071.6,356.1,31.7,4.8,23.5,0.5,22.8,2.7,0.0,-186.6
06:10,164.9,900.4,60.3,255.6,1098.2,357.2,31.2,4.9,23.6,0.5,38.4,2.8,0.0,-185.7
06:20,165.1,896.9,63.2,257.4,1104.7,360.8,31.1,4.9,22.9,0.4,57.7,2.9,0.0,-211.2
06:30,164.5,888.4,76.9,258.7,1093.4,366.9,31.2,5.0,23.5,0.4,81.0,3.0,0.0,-209.2
06:40,164.6,884.9,66.8,260.7,1087.4,340.8,31.2,5.0,23.3,0.4,109.2,2.6,0.0,-211.6
06:50,164.8,886.8,72.2,263.5,1066.9,349.3,31.2,5.0,23.7,0.4,143.6,2.5,0.0,-209.4
07:00,164.5,888.5,86.5,265.0,1042.4,355.4,31.3,5.0,24.0,0.3,181.3,2.6,0.0,-206.3
07:10,164.4,881.4,89.6,266.9,1046.1,356.9,31.4,5.0,23.8,0.3,218.4,2.8,0.0,-208.0
07:20,164.4,877.9,89.9,269.5,1051.8,361.4,31.4,5.1,23.7,0.3,261.5,2.7,0.0,-208.1
07:30,164.4,875.8,96.4,271.3,1052.9,330.1,31.3,5.1,23.9,0.3,325.2,2.9,0.0,-205.6
07:40,164.4,868.0,98.6,271.8,1070.0,340.2,31.0,5.1,23.8,0.3,346.6,3.1,0.0,-207.4
07:50,164.3,865.4,103.8,270.8,1097.8,335.7,31.1,5.2,23.3,0.3,383.0,2.6,0.0,-180.9
08:00,164.4,865.4,112.5,270.8,1104.8,346.1,31.7,5.3,18.8,0.3,422.3,2.6,0.0,-132.0
08:10,164.3,863.7,114.0,270.5,1058.3,367.9,31.6,5.5,20.0,0.3,459.8,3.1,15.5,-27.0
08:20,164.5,862.8,119.8,271.1,1061.2,380.0,31.3,5.6,19.6,0.3,496.8,2.9,16.4,-2.6
08:30,164.1,863.9,133.4,271.3,1057.4,380.1,31.2,5.7,19.3,0.3,532.8,2.7,33.0,-2.0
08:40,164.3,864.7,139.4,271.6,1060.2,379.7,31.5,5.6,21.7,0.3,565.9,2.9,43.4,-1.4
08:50,164.3,864.7,141.8,270.3,1044.1,399.2,31.0,5.5,18.9,0.3,588.3,2.8,45.6,-2.3
09:00,164.6,863.1,148.3,270.4,1026.5,408.6,30.9,5.5,19.2,0.3,612.2,2.9,48.1,-0.8
09:10,164.3,864.8,142.5,270.8,1029.2,423.1,31.1,5.6,19.4,0.3,633.8,3.1,46.5,-8.6
09:20,164.4,864.7,155.9,270.1,1027.2,423.5,31.4,5.7,19.6,0.4,659.8,2.9,47.7,-6.3
09:30,164.5,864.3,147.4,270.6,1028.1,423.6,31.4,5.7,19.4,0.5,682.1,2.7,47.7,-7.4
09:40,164.5,862.4,152.8,270.7,1050.3,399.8,31.4,5.9,20.1,0.6,707.8,2.8,45.5,-6.2
09:50,164.1,865.4,147.0,270.5,1072.4,397.2,31.2,6.0,21.8,0.7,727.9,2.6,43.4,-7.8
10:00,164.2,863.1,152.0,270.2,1089.1,404.2,31.5,5.9,21.0,1.0,737.1,2.6,44.7,-5.9
10:10,164.4,863.6,147.5,270.0,1085.8,406.0,31.5,6.0,21.1,1.1,758.8,2.5,29.9,-2.8
10:20,164.5,867.1,148.4,270.0,1093.1,406.1,31.3,6.0,20.9,1.4,773.6,2.3,29.4,-3.5
10:30,164.3,878.7,146.4,270.4,1091.5,405.2,31.1,6.0,20.9,1.7,789.0,2.3,28.6,-3.6
10:40,164.3,888.1,142.5,270.2,1095.7,431.6,31.9,6.0,20.6,2.6,798.8,2.2,29.1,-3.8
10:50,164.2,886.3,148.7,270.0,1082.6,441.7,35.6,6.0,20.6,3.7,802.1,2.1,30.3,-4.4
11:00,164.2,877.5,151.2,270.3,1094.1,442.3,38.4,6.0,19.3,5.0,811.1,2.3,30.0,-1.8
11:10,164.3,882.4,156.6,270.0,1103.6,442.7,39.4,6.0,19.7,5.1,820.1,2.6,30.0,0.0
11:20,164.3,884.3,154.0,269.9,1109.4,442.2,40.4,6.1,19.2,6.0,818.6,2.7,28.9,-0.4
11:30,164.2,887.2,146.1,271.6,1108.4,442.5,43.0,6.2,19.5,6.7,829.3,2.5,28.3,-0.8
11:40,164.3,891.1,151.8,272.7,1117.8,442.5,47.2,6.2,20.0,7.7,839.3,2.7,14.9,-0.4
11:50,164.3,894.6,154.4,273.9,1120.2,447.2,52.3,6.3,23.2,8.4,843.0,2.5,14.4,-25.3
12:00,164.3,897.6,152.9,275.2,1122.0,445.1,57.7,6.2,23.2,7.8,836.7,2.7,0.6,-75.0
12:10,164.3,896.3,142.6,275.9,1114.5,441.6,63.5,6.3,22.0,7.8,846.0,2.5,0.0,-104.7
12:20,164.5,898.8,149.2,274.8,1127.2,443.1,71.0,6.3,21.9,8.4,841.5,2.6,0.0,-127.0
12:30,164.3,900.5,141.1,275.3,1123.8,450.0,78.2,6.3,21.8,8.7,842.2,2.6,0.0,-128.0
12:40,164.2,901.0,131.1,275.1,1126.4,457.9,82.5,6.3,21.2,9.9,832.6,2.6,0.0,-129.6
12:50,164.1,902.5,141.7,275.6,1131.0,455.6,84.1,6.3,21.5,9.9,815.8,2.5,0.0,-127.7
13:00,163.7,903.3,160.7,275.4,1151.4,474.7,84.3,6.3,21.9,9.6,821.4,2.5,1.1,-122.6
13:10,164.2,906.9,156.1,274.7,1152.1,512.4,84.1,6.3,22.3,9.5,810.5,2.4,2.2,-73.5
13:20,164.2,906.7,157.8,274.9,1163.7,512.5,85.3,6.3,22.4,9.7,799.4,2.3,1.7,-48.7
13:30,164.1,907.2,154.7,276.1,1167.8,511.3,86.8,6.2,23.4,10.5,783.0,2.3,1.6,-48.9
13:40,164.3,905.6,154.8,276.8,1159.4,514.3,88.3,6.3,23.7,10.5,769.4,2.7,1.7,-23.4
13:50,164.2,905.8,155.7,278.0,1164.3,518.6,88.3,6.4,23.7,11.1,767.7,2.5,15.5,-23.3
14:00,164.4,907.2,147.2,279.0,1147.2,515.5,88.7,6.4,23.2,10.2,748.8,2.5,30.7,-1.0
14:10,164.1,909.8,152.8,280.4,1154.3,515.3,89.5,6.4,24.1,10.7,740.5,2.7,37.2,0.0
14:20,164.2,909.7,153.3,282.5,1162.8,511.4,89.7,6.4,23.8,9.6,714.3,2.8,34.8,0.0
14:30,164.3,909.5,149.8,284.2,1174.7,507.8,90.1,6.4,23.9,9.5,688.9,2.8,48.0,0.0
14:40,164.3,912.2,154.5,283.6,1176.1,510.2,90.1,6.4,24.2,9.7,690.3,2.7,53.1,0.0
14:50,164.0,913.5,152.2,284.4,1182.9,513.0,89.9,6.4,23.4,8.7,662.2,2.8,87.5,0.0
15:00,164.2,911.7,152.6,284.7,1194.5,513.4,89.6,6.4,24.3,9.5,620.7,2.5,84.7,-3.1
15:10,164.1,914.6,159.1,284.4,1198.6,512.8,89.9,6.4,31.0,11.2,583.8,2.6,93.5,0.0
15:20,164.1,913.9,160.0,284.8,1195.1,512.7,89.8,6.4,34.3,10.6,541.9,2.5,87.0,0.0
15:30,164.0,915.2,163.1,285.8,1200.3,513.1,89.8,6.2,38.2,9.7,528.4,2.5,100.0,0.0
15:40,164.1,913.3,152.3,285.6,1192.0,514.4,89.7,6.3,39.4,9.1,512.1,2.5,113.1,0.0
15:50,164.3,914.5,159.6,285.9,1185.7,501.3,90.2,6.2,65.5,7.7,482.9,2.5,119.1,0.0
16:00,164.3,911.5,158.4,287.1,1203.6,508.4,90.0,6.1,72.5,7.3,456.0,2.9,134.2,0.0
16:10,164.5,915.0,162.2,285.8,1206.0,515.0,90.1,6.6,95.0,6.7,404.7,2.9,134.3,0.0
16:20,164.4,915.4,157.8,285.7,1206.7,528.5,90.2,6.7,108.9,5.0,331.9,2.8,158.2,0.0
16:30,164.9,915.4,168.2,287.2,1210.0,546.0,90.1,6.7,111.3,4.7,261.3,2.9,158.2,0.0
16:40,164.8,914.8,157.3,286.1,1209.6,593.7,90.0,6.8,110.1,3.9,205.2,3.0,132.2,0.0
16:50,164.8,914.0,154.9,286.5,1208.9,597.2,90.2,6.9,118.1,3.9,175.6,2.8,125.3,0.0
17:00,164.9,914.6,156.4,286.3,1209.1,598.8,89.9,7.0,109.4,2.3,145.2,2.6,89.1,0.0
17:10,165.1,915.5,156.6,285.9,1202.4,597.4,90.1,6.7,104.5,1.3,130.8,2.7,69.8,0.0
17:20,165.1,914.9,156.8,286.6,1190.7,593.8,90.1,6.8,118.1,1.1,113.6,3.0,74.0,0.0
17:30,165.1,914.7,163.5,285.9,1202.3,595.2,89.9,6.8,115.7,0.8,94.0,2.8,71.0,0.0
17:40,164.9,916.0,162.8,286.1,1199.9,596.0,90.1,6.7,119.3,0.5,75.3,2.8,72.4,0.0
17:50,164.3,915.3,163.1,286.8,1202.2,597.2,89.9,7.2,121.1,3.5,59.7,2.6,72.2,0.0
18:00,164.5,914.8,161.5,287.4,1198.5,596.8,89.8,7.8,124.9,3.2,47.3,2.7,71.9,0.0
18:10,164.2,915.7,161.9,286.7,1189.6,597.6,89.8,7.8,134.0,2.8,37.7,2.8,73.6,0.0
18:20,164.1,913.3,157.0,286.4,1196.7,597.7,89.8,7.2,135.0,3.3,29.5,2.9,73.8,0.0
18:30,164.2,916.3,163.0,286.4,1191.6,603.1,89.6,7.2,138.1,2.8,24.4,2.9,71.5,0.0
18:40,164.3,911.7,162.0,286.9,1197.3,605.2,89.6,7.2,137.2,3.3,20.3,2.9,71.5,0.0
18:50,164.2,913.7,167.0,287.2,1206.4,605.6,89.9,7.3,139.9,3.9,14.2,2.9,68.8,0.0
19:00,164.4,912.6,170.1,287.3,1207.6,606.5,90.0,7.3,135.9,4.2,0.0,2.9,84.7,0.0
19:10,164.3,913.0,166.6,286.6,1207.6,607.7,89.8,7.4,121.4,5.1,0.0,3.1,83.1,0.0
19:20,164.3,913.9,162.5,286.6,1210.0,608.1,89.7,7.5,106.5,6.8,0.0,2.9,85.0,0.0
19:30,164.4,914.5,157.1,285.9,1209.0,608.0,89.9,7.5,98.5,9.6,0.0,2.9,83.5,0.0
19:40,164.0,914.2,163.4,285.4,1209.4,607.6,90.2,7.6,104.8,8.2,0.0,2.7,68.3,0.0
19:50,164.0,916.5,162.0,286.5,1212.8,607.7,90.1,7.6,82.1,7.2,0.0,2.5,69.5,0.0
20:00,164.2,917.6,162.4,285.8,1217.6,607.7,86.3,7.6,68.4,5.9,0.0,2.8,70.9,0.0
20:10,164.1,919.0,161.2,286.0,1217.2,606.6,79.1,7.6,59.7,4.4,0.0,2.9,74.8,0.0
20:20,164.3,918.1,160.9,285.7,1218.1,608.1,76.1,7.7,56.1,5.1,0.0,2.8,67.1,0.0
20:30,164.3,920.7,158.0,285.7,1216.7,607.9,75.5,7.6,54.8,5.1,0.0,2.8,58.9,0.0
20:40,164.4,922.1,158.4,285.9,1210.0,606.6,71.2,7.7,54.4,3.6,0.0,2.8,61.3,0.0
20:50,164.1,921.5,161.5,283.9,1213.9,601.9,66.8,7.6,51.0,3.3,0.0,2.7,61.7,0.0
21:00,164.3,922.1,162.0,282.8,1210.5,592.8,65.9,7.6,48.1,3.0,0.0,2.7,67.3,0.0
21:10,164.5,926.7,163.2,281.7,1213.2,555.3,65.3,7.6,44.4,4.7,0.0,2.6,64.8,0.0
21:20,164.5,925.4,167.3,280.2,1215.5,542.8,66.2,7.2,42.9,4.7,0.0,2.6,65.0,0.0
21:30,164.5,926.1,163.0,278.8,1213.3,540.1,65.8,7.2,42.5,5.8,0.0,2.5,65.3,0.0
21:40,164.4,926.4,161.6,276.5,1210.8,542.3,66.2,7.1,42.1,5.5,0.0,2.5,62.9,0.0
21:50,164.4,927.0,157.8,276.4,1205.8,545.3,65.9,7.1,41.8,4.8,0.0,2.8,57.8,0.0
22:00,164.6,930.1,155.0,274.7,1200.0,534.5,65.4,7.0,37.0,4.1,0.0,2.9,59.8,0.0
22:10,164.3,927.9,153.5,273.4,1201.5,542.9,62.2,7.0,34.8,4.7,0.0,2.6,69.6,0.0
22:20,164.5,930.7,153.3,274.9,1196.2,544.3,58.6,6.9,33.3,5.7,0.0,2.5,62.5,0.0
22:30,164.4,934.1,155.2,275.0,1197.2,545.4,52.6,6.9,34.0,5.6,0.0,2.8,63.0,0.0
22:40,164.4,934.0,150.5,272.7,1193.9,543.6,46.2,6.8,26.4,5.2,0.0,2.8,63.3,0.0
22:50,164.4,935.2,146.3,269.8,1183.2,538.3,41.4,6.9,25.7,4.4,0.0,2.8,62.3,0.0
23:00,164.5,936.1,150.8,267.4,1171.0,531.5,37.3,6.8,25.9,4.6,0.0,2.7,61.5,0.0
23:10,164.5,940.4,146.5,263.4,1155.9,529.1,33.4,6.7,26.0,4.2,0.0,2.9,44.2,-0.5
23:20,164.4,939.0,144.7,261.1,1167.0,522.7,31.9,6.5,24.9,3.9,0.0,2.8,43.6,-1.2
23:30,164.2,939.4,140.6,259.0,1134.1,518.3,32.0,6.5,24.5,4.0,0.0,2.7,43.2,-1.9
23:40,164.2,940.9,148.4,255.8,1119.0,497.9,32.0,6.4,25.5,3.8,0.0,2.8,43.3,-0.4
23:50,164.6,941.6,141.4,256.7,1117.9,475.4,31.8,6.4,25.0,3.9,0.0,2.8,42.9,-1.8
